I1,V1,I2,V2,I3,V3,I4,V4,I5,V5,I6,V6,fault
0.13130 ,164.16689 ,0.13130 ,164.16689 ,-0.00022 ,0.00000 ,0.13130 ,164.16689 ,0.13130 ,164.16689 ,0.13130 ,164.16689 ,1 
0.12365 ,164.18599 ,0.12365 ,164.18599 ,-0.00021 ,0.00000 ,0.12365 ,164.18599 ,0.12365 ,164.18599 ,0.12365 ,164.18599 ,1 
0.10118 ,164.24206 ,0.10118 ,164.24206 ,-0.00017 ,0.00000 ,0.10118 ,164.24206 ,0.10118 ,164.24206 ,0.10118 ,164.24206 ,1 
0.08278 ,164.28794 ,0.08278 ,164.28794 ,-0.00014 ,0.00000 ,0.08278 ,164.28794 ,0.08278 ,164.28794 ,0.08278 ,164.28794 ,1 
0.07795 ,164.29999 ,0.07795 ,164.29999 ,-0.00013 ,0.00000 ,0.07795 ,164.29999 ,0.07795 ,164.29999 ,0.07795 ,164.29999 ,1 
0.07340 ,164.31133 ,0.07340 ,164.31133 ,-0.00012 ,0.00000 ,0.07340 ,164.31133 ,0.07340 ,164.31133 ,0.07340 ,164.31133 ,1 
0.06911 ,164.32201 ,0.06911 ,164.32201 ,-0.00012 ,0.00000 ,0.06911 ,164.32201 ,0.06911 ,164.32201 ,0.06911 ,164.32201 ,1 
0.06508 ,164.33206 ,0.06508 ,164.33206 ,-0.00011 ,0.00000 ,0.06508 ,164.33206 ,0.06508 ,164.33206 ,0.06508 ,164.33206 ,1 
0.05323 ,164.36157 ,0.05323 ,164.36157 ,-0.00009 ,0.00000 ,0.05323 ,164.36157 ,0.05323 ,164.36157 ,0.05323 ,164.36157 ,1 
0.04354 ,164.38570 ,0.04354 ,164.38570 ,-0.00007 ,0.00000 ,0.04354 ,164.38570 ,0.04354 ,164.38570 ,0.04354 ,164.38570 ,1 
0.04099 ,164.39204 ,0.04099 ,164.39204 ,-0.00007 ,0.00000 ,0.04099 ,164.39204 ,0.04099 ,164.39204 ,0.04099 ,164.39204 ,1 
0.03860 ,164.39800 ,0.03860 ,164.39800 ,-0.00006 ,0.00000 ,0.03860 ,164.39800 ,0.03860 ,164.39800 ,0.03860 ,164.39800 ,1 
0.03157 ,164.41550 ,0.03157 ,164.41550 ,-0.00005 ,0.00000 ,0.03157 ,164.41550 ,0.03157 ,164.41550 ,0.03157 ,164.41550 ,1 
0.02972 ,164.42009 ,0.02972 ,164.42009 ,-0.00005 ,0.00000 ,0.02972 ,164.42009 ,0.02972 ,164.42009 ,0.02972 ,164.42009 ,1 
0.02798 ,164.42442 ,0.02798 ,164.42442 ,-0.00005 ,0.00000 ,0.02798 ,164.42442 ,0.02798 ,164.42442 ,0.02798 ,164.42442 ,1 
0.02635 ,164.42849 ,0.02635 ,164.42849 ,-0.00004 ,0.00000 ,0.02635 ,164.42849 ,0.02635 ,164.42849 ,0.02635 ,164.42849 ,1 
0.02481 ,164.43232 ,0.02481 ,164.43232 ,-0.00004 ,0.00000 ,0.02481 ,164.43232 ,0.02481 ,164.43232 ,0.02481 ,164.43232 ,1 
0.02029 ,164.44357 ,0.02029 ,164.44357 ,-0.00003 ,0.00000 ,0.02029 ,164.44357 ,0.02029 ,164.44357 ,0.02029 ,164.44357 ,1 
0.01659 ,164.45276 ,0.01659 ,164.45276 ,-0.00003 ,0.00000 ,0.01659 ,164.45276 ,0.01659 ,164.45276 ,0.01659 ,164.45276 ,1 
0.01356 ,164.46028 ,0.01356 ,164.46028 ,-0.00002 ,0.00000 ,0.01356 ,164.46028 ,0.01356 ,164.46028 ,0.01355 ,164.46028 ,1 
0.01349 ,164.46047 ,0.01349 ,164.46047 ,-0.00002 ,0.00000 ,0.01349 ,164.46047 ,0.01349 ,164.46047 ,0.01348 ,164.46047 ,1 
0.01342 ,164.46065 ,0.01342 ,164.46065 ,-0.00002 ,0.00000 ,0.01342 ,164.46065 ,0.01342 ,164.46065 ,0.01341 ,164.46065 ,1 
0.01339 ,164.46073 ,0.01339 ,164.46073 ,-0.00002 ,0.00000 ,0.01339 ,164.46073 ,0.01339 ,164.46073 ,0.01338 ,164.46073 ,1 
0.01335 ,164.46081 ,0.01335 ,164.46081 ,-0.00002 ,0.00000 ,0.01335 ,164.46081 ,0.01335 ,164.46081 ,0.01335 ,164.46081 ,1 
0.01344 ,164.46121 ,0.01342 ,164.46121 ,-0.00002 ,0.00000 ,0.01354 ,164.46121 ,0.01313 ,164.46121 ,0.01256 ,164.46121 ,1 
0.01396 ,164.46159 ,0.01390 ,164.46159 ,-0.00002 ,0.00000 ,0.01434 ,164.46159 ,0.01280 ,164.46159 ,0.01055 ,164.46158 ,1 
0.01407 ,164.46164 ,0.01400 ,164.46164 ,-0.00002 ,0.00000 ,0.01450 ,164.46164 ,0.01274 ,164.46164 ,0.01019 ,164.46164 ,1 
0.01407 ,164.46164 ,0.01400 ,164.46164 ,-0.00002 ,0.00000 ,0.01450 ,164.46164 ,0.01274 ,164.46164 ,0.01019 ,164.46164 ,1 
0.01407 ,164.46164 ,0.01400 ,164.46164 ,-0.00002 ,0.00000 ,0.01450 ,164.46164 ,0.01274 ,164.46164 ,0.01019 ,164.46164 ,1 
0.01402 ,164.46176 ,0.01399 ,164.46176 ,-0.00002 ,0.00000 ,0.01445 ,164.46176 ,0.01273 ,164.46176 ,0.01056 ,164.46175 ,1 
0.01387 ,164.46187 ,0.01384 ,164.46187 ,-0.00002 ,0.00000 ,0.01425 ,164.46187 ,0.01271 ,164.46187 ,0.01076 ,164.46187 ,1 
0.01361 ,164.46209 ,0.01358 ,164.46209 ,-0.00002 ,0.00000 ,0.01392 ,164.46209 ,0.01266 ,164.46209 ,0.01107 ,164.46209 ,1 
0.01280 ,164.46298 ,0.01279 ,164.46298 ,-0.00002 ,0.00000 ,0.01292 ,164.46298 ,0.01241 ,164.46298 ,0.01173 ,164.46298 ,1 
0.01080 ,164.46705 ,0.01079 ,164.46705 ,-0.00002 ,0.00000 ,0.01078 ,164.46705 ,0.01085 ,164.46705 ,0.01096 ,164.46705 ,1 
0.01020 ,164.46863 ,0.01020 ,164.46863 ,-0.00002 ,0.00000 ,0.01020 ,164.46863 ,0.01021 ,164.46863 ,0.01022 ,164.46863 ,1 
0.00961 ,164.47011 ,0.00961 ,164.47011 ,-0.00002 ,0.00000 ,0.00961 ,164.47011 ,0.00961 ,164.47011 ,0.00961 ,164.47011 ,1 
0.00786 ,164.47447 ,0.00786 ,164.47447 ,-0.00001 ,0.00000 ,0.00786 ,164.47447 ,0.00786 ,164.47447 ,0.00786 ,164.47447 ,1 
0.00740 ,164.47561 ,0.00740 ,164.47561 ,-0.00001 ,0.00000 ,0.00740 ,164.47561 ,0.00740 ,164.47561 ,0.00740 ,164.47561 ,1 
0.00697 ,164.47669 ,0.00697 ,164.47669 ,-0.00001 ,0.00000 ,0.00697 ,164.47669 ,0.00697 ,164.47669 ,0.00697 ,164.47669 ,1 
0.00570 ,164.47984 ,0.00570 ,164.47984 ,-0.00001 ,0.00000 ,0.00570 ,164.47984 ,0.00570 ,164.47984 ,0.00570 ,164.47984 ,1 
0.00536 ,164.48067 ,0.00536 ,164.48067 ,-0.00001 ,0.00000 ,0.00536 ,164.48067 ,0.00536 ,164.48067 ,0.00537 ,164.48067 ,1 
0.00505 ,164.48145 ,0.00505 ,164.48145 ,-0.00001 ,0.00000 ,0.00505 ,164.48145 ,0.00505 ,164.48145 ,0.00505 ,164.48145 ,1 
0.00413 ,164.48374 ,0.00413 ,164.48374 ,-0.00001 ,0.00000 ,0.00413 ,164.48374 ,0.00413 ,164.48374 ,0.00413 ,164.48374 ,1 
0.00337 ,164.48561 ,0.00337 ,164.48561 ,-0.00001 ,0.00000 ,0.00337 ,164.48561 ,0.00338 ,164.48561 ,0.00338 ,164.48561 ,1 
0.00318 ,164.48610 ,0.00318 ,164.48610 ,-0.00001 ,0.00000 ,0.00317 ,164.48610 ,0.00318 ,164.48610 ,0.00318 ,164.48610 ,1 
0.00299 ,164.48657 ,0.00299 ,164.48657 ,0.00000 ,0.00000 ,0.00299 ,164.48657 ,0.00299 ,164.48657 ,0.00299 ,164.48657 ,1 
0.00282 ,164.48700 ,0.00282 ,164.48700 ,0.00000 ,0.00000 ,0.00282 ,164.48700 ,0.00282 ,164.48700 ,0.00282 ,164.48700 ,1 
0.00265 ,164.48741 ,0.00265 ,164.48741 ,0.00000 ,0.00000 ,0.00265 ,164.48741 ,0.00265 ,164.48741 ,0.00265 ,164.48741 ,1 
0.00217 ,164.48861 ,0.00217 ,164.48861 ,0.00000 ,0.00000 ,0.00217 ,164.48861 ,0.00217 ,164.48861 ,0.00217 ,164.48861 ,1 
0.00177 ,164.48960 ,0.00177 ,164.48960 ,0.00000 ,0.00000 ,0.00176 ,164.48960 ,0.00177 ,164.48960 ,0.00178 ,164.48960 ,1 
0.00167 ,164.48985 ,0.00167 ,164.48985 ,0.00000 ,0.00000 ,0.00166 ,164.48985 ,0.00167 ,164.48985 ,0.00168 ,164.48985 ,1 
0.00157 ,164.49010 ,0.00157 ,164.49010 ,0.00000 ,0.00000 ,0.00157 ,164.49010 ,0.00157 ,164.49010 ,0.00157 ,164.49010 ,1 
0.00148 ,164.49033 ,0.00148 ,164.49033 ,0.00000 ,0.00000 ,0.00148 ,164.49033 ,0.00148 ,164.49033 ,0.00148 ,164.49033 ,1 
0.00139 ,164.49054 ,0.00139 ,164.49054 ,0.00000 ,0.00000 ,0.00139 ,164.49054 ,0.00139 ,164.49054 ,0.00139 ,164.49054 ,1 
0.00114 ,164.49117 ,0.00114 ,164.49117 ,0.00000 ,0.00000 ,0.00114 ,164.49117 ,0.00114 ,164.49117 ,0.00114 ,164.49117 ,1 
0.00107 ,164.49134 ,0.00107 ,164.49134 ,0.00000 ,0.00000 ,0.00107 ,164.49134 ,0.00107 ,164.49134 ,0.00107 ,164.49134 ,1 
0.00101 ,164.49149 ,0.00101 ,164.49149 ,0.00000 ,0.00000 ,0.00101 ,164.49149 ,0.00101 ,164.49149 ,0.00101 ,164.49149 ,1 
0.00095 ,164.49164 ,0.00095 ,164.49164 ,0.00000 ,0.00000 ,0.00095 ,164.49164 ,0.00095 ,164.49164 ,0.00095 ,164.49164 ,1 
0.00089 ,164.49178 ,0.00089 ,164.49178 ,0.00000 ,0.00000 ,0.00089 ,164.49178 ,0.00090 ,164.49178 ,0.00089 ,164.49178 ,1 
0.00073 ,164.49219 ,0.00073 ,164.49219 ,0.00000 ,0.00000 ,0.00073 ,164.49219 ,0.00073 ,164.49219 ,0.00073 ,164.49219 ,1 
0.00060 ,164.49252 ,0.00060 ,164.49252 ,0.00000 ,0.00000 ,0.00060 ,164.49252 ,0.00060 ,164.49252 ,0.00059 ,164.49252 ,1 
0.00056 ,164.49260 ,0.00056 ,164.49260 ,0.00000 ,0.00000 ,0.00056 ,164.49260 ,0.00056 ,164.49260 ,0.00056 ,164.49260 ,1 
0.00053 ,164.49269 ,0.00053 ,164.49269 ,0.00000 ,0.00000 ,0.00053 ,164.49269 ,0.00053 ,164.49269 ,0.00053 ,164.49269 ,1 
0.00050 ,164.49276 ,0.00050 ,164.49276 ,0.00000 ,0.00000 ,0.00050 ,164.49276 ,0.00050 ,164.49276 ,0.00050 ,164.49276 ,1 
0.00047 ,164.49284 ,0.00047 ,164.49284 ,0.00000 ,0.00000 ,0.00047 ,164.49284 ,0.00047 ,164.49284 ,0.00047 ,164.49284 ,1 
0.00038 ,164.49305 ,0.00038 ,164.49305 ,0.00000 ,0.00000 ,0.00038 ,164.49305 ,0.00038 ,164.49305 ,0.00038 ,164.49305 ,1 
0.00031 ,164.49322 ,0.00031 ,164.49322 ,0.00000 ,0.00000 ,0.00031 ,164.49322 ,0.00031 ,164.49322 ,0.00031 ,164.49322 ,1 
0.00030 ,164.49327 ,0.00030 ,164.49327 ,0.00000 ,0.00000 ,0.00030 ,164.49327 ,0.00030 ,164.49327 ,0.00030 ,164.49327 ,1 
0.00028 ,164.49331 ,0.00028 ,164.49331 ,0.00000 ,0.00000 ,0.00028 ,164.49331 ,0.00028 ,164.49331 ,0.00028 ,164.49331 ,1 
0.00026 ,164.49335 ,0.00026 ,164.49335 ,0.00000 ,0.00000 ,0.00026 ,164.49335 ,0.00026 ,164.49335 ,0.00026 ,164.49335 ,1 
0.00025 ,164.49339 ,0.00025 ,164.49339 ,0.00000 ,0.00000 ,0.00025 ,164.49339 ,0.00025 ,164.49339 ,0.00025 ,164.49339 ,1 
0.00023 ,164.49343 ,0.00023 ,164.49343 ,0.00000 ,0.00000 ,0.00023 ,164.49343 ,0.00023 ,164.49343 ,0.00023 ,164.49343 ,1 
0.00022 ,164.49346 ,0.00022 ,164.49346 ,0.00000 ,0.00000 ,0.00022 ,164.49346 ,0.00022 ,164.49346 ,0.00022 ,164.49346 ,1 
0.00018 ,164.49356 ,0.00018 ,164.49356 ,0.00000 ,0.00000 ,0.00018 ,164.49356 ,0.00018 ,164.49356 ,0.00018 ,164.49356 ,1 
0.00015 ,164.49364 ,0.00015 ,164.49364 ,0.00000 ,0.00000 ,0.00015 ,164.49364 ,0.00015 ,164.49364 ,0.00015 ,164.49364 ,1 
0.00012 ,164.49371 ,0.00012 ,164.49371 ,0.00000 ,0.00000 ,0.00012 ,164.49371 ,0.00012 ,164.49371 ,0.00012 ,164.49371 ,1 
0.00011 ,164.49372 ,0.00011 ,164.49372 ,0.00000 ,0.00000 ,0.00011 ,164.49372 ,0.00011 ,164.49372 ,0.00011 ,164.49372 ,1 
0.00011 ,164.49374 ,0.00011 ,164.49374 ,0.00000 ,0.00000 ,0.00011 ,164.49374 ,0.00011 ,164.49374 ,0.00011 ,164.49374 ,1 
0.00010 ,164.49376 ,0.00010 ,164.49376 ,0.00000 ,0.00000 ,0.00010 ,164.49376 ,0.00010 ,164.49376 ,0.00010 ,164.49376 ,1 
0.00009 ,164.49377 ,0.00009 ,164.49377 ,0.00000 ,0.00000 ,0.00009 ,164.49377 ,0.00009 ,164.49377 ,0.00009 ,164.49377 ,1 
0.00009 ,164.49378 ,0.00009 ,164.49378 ,0.00000 ,0.00000 ,0.00009 ,164.49378 ,0.00009 ,164.49378 ,0.00009 ,164.49378 ,1 
0.00008 ,164.49380 ,0.00008 ,164.49380 ,0.00000 ,0.00000 ,0.00008 ,164.49380 ,0.00008 ,164.49380 ,0.00008 ,164.49380 ,1 
0.00008 ,164.49381 ,0.00008 ,164.49381 ,0.00000 ,0.00000 ,0.00008 ,164.49381 ,0.00008 ,164.49381 ,0.00008 ,164.49381 ,1 
0.00007 ,164.49382 ,0.00007 ,164.49382 ,0.00000 ,0.00000 ,0.00007 ,164.49382 ,0.00007 ,164.49382 ,0.00007 ,164.49382 ,1 
0.00007 ,164.49383 ,0.00007 ,164.49383 ,0.00000 ,0.00000 ,0.00007 ,164.49383 ,0.00007 ,164.49383 ,0.00007 ,164.49383 ,1 
0.00007 ,164.49384 ,0.00007 ,164.49384 ,0.00000 ,0.00000 ,0.00007 ,164.49384 ,0.00007 ,164.49384 ,0.00007 ,164.49384 ,1 
0.00006 ,164.49384 ,0.00006 ,164.49384 ,0.00000 ,0.00000 ,0.00006 ,164.49384 ,0.00006 ,164.49384 ,0.00006 ,164.49384 ,1 
0.00006 ,164.49385 ,0.00006 ,164.49385 ,0.00000 ,0.00000 ,0.00006 ,164.49385 ,0.00006 ,164.49385 ,0.00006 ,164.49385 ,1 
0.00006 ,164.49385 ,0.00006 ,164.49385 ,0.00000 ,0.00000 ,0.00006 ,164.49385 ,0.00006 ,164.49385 ,0.00006 ,164.49385 ,1 
0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00000 ,0.00000 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,1 
0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00000 ,0.00000 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,1 
0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00000 ,0.00000 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,1 
0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00000 ,0.00000 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,1 
0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00000 ,0.00000 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,1 
0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00000 ,0.00000 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,0.00006 ,164.49386 ,1 
0.00006 ,164.49387 ,0.00006 ,164.49387 ,0.00000 ,0.00000 ,0.00006 ,164.49387 ,0.00006 ,164.49387 ,0.00006 ,164.49387 ,1 
0.00005 ,164.49387 ,0.00005 ,164.49387 ,0.00000 ,0.00000 ,0.00005 ,164.49387 ,0.00005 ,164.49387 ,0.00005 ,164.49387 ,1 
0.00005 ,164.49387 ,0.00005 ,164.49387 ,0.00000 ,0.00000 ,0.00005 ,164.49387 ,0.00005 ,164.49387 ,0.00005 ,164.49387 ,1 
0.00005 ,164.49388 ,0.00005 ,164.49388 ,0.00000 ,0.00000 ,0.00005 ,164.49388 ,0.00005 ,164.49388 ,0.00005 ,164.49388 ,1 
0.00005 ,164.49388 ,0.00005 ,164.49388 ,0.00000 ,0.00000 ,0.00005 ,164.49388 ,0.00005 ,164.49388 ,0.00005 ,164.49388 ,1 
0.00005 ,164.49388 ,0.00005 ,164.49388 ,0.00000 ,0.00000 ,0.00005 ,164.49388 ,0.00005 ,164.49388 ,0.00005 ,164.49388 ,1 
0.00005 ,164.49389 ,0.00005 ,164.49389 ,0.00000 ,0.00000 ,0.00005 ,164.49389 ,0.00005 ,164.49389 ,0.00005 ,164.49389 ,1 
0.00005 ,164.49389 ,0.00005 ,164.49389 ,0.00000 ,0.00000 ,0.00005 ,164.49389 ,0.00005 ,164.49389 ,0.00005 ,164.49389 ,1 
0.00004 ,164.49389 ,0.00004 ,164.49389 ,0.00000 ,0.00000 ,0.00004 ,164.49389 ,0.00004 ,164.49389 ,0.00004 ,164.49389 ,1 
0.00004 ,164.49390 ,0.00004 ,164.49390 ,0.00000 ,0.00000 ,0.00004 ,164.49390 ,0.00004 ,164.49390 ,0.00004 ,164.49390 ,1 
0.00004 ,164.49390 ,0.00004 ,164.49390 ,0.00000 ,0.00000 ,0.00004 ,164.49390 ,0.00004 ,164.49390 ,0.00004 ,164.49390 ,1 
0.00004 ,164.49390 ,0.00004 ,164.49390 ,0.00000 ,0.00000 ,0.00004 ,164.49390 ,0.00004 ,164.49390 ,0.00004 ,164.49390 ,1 
0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00000 ,0.00000 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,1 
0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00000 ,0.00000 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,1 
0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00000 ,0.00000 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,1 
0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00000 ,0.00000 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,0.00004 ,164.49391 ,1 
0.00004 ,164.49392 ,0.00004 ,164.49392 ,0.00000 ,0.00000 ,0.00004 ,164.49392 ,0.00004 ,164.49392 ,0.00004 ,164.49392 ,1 
0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00000 ,0.00000 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,1 
0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00000 ,0.00000 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,1 
0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00000 ,0.00000 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,1 
0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00000 ,0.00000 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,1 
0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00000 ,0.00000 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,1 
0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00000 ,0.00000 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,1 
0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00000 ,0.00000 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,0.00003 ,164.49392 ,1 
0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00000 ,0.00000 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,1 
0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00000 ,0.00000 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,1 
0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00000 ,0.00000 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,1 
0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00000 ,0.00000 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,0.00003 ,164.49393 ,1 
0.00002 ,164.49394 ,0.00003 ,164.49394 ,0.00000 ,0.00000 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,1 
0.00002 ,164.49394 ,0.00003 ,164.49394 ,0.00000 ,0.00000 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,1 
0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00000 ,0.00000 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,1 
0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00000 ,0.00000 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,1 
0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00000 ,0.00000 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,1 
0.00002 ,164.49394 ,0.00003 ,164.49394 ,0.00000 ,0.00000 ,0.00002 ,164.49394 ,0.00003 ,164.49394 ,0.00003 ,164.49394 ,1 
0.00002 ,164.49394 ,0.00002 ,164.49394 ,0.00000 ,0.00000 ,0.00002 ,164.49394 ,0.00002 ,164.49394 ,0.00002 ,164.49394 ,1 
0.00002 ,164.49396 ,0.00002 ,164.49396 ,0.00000 ,0.00000 ,0.00002 ,164.49396 ,0.00002 ,164.49396 ,0.00002 ,164.49396 ,1 
0.00002 ,164.49396 ,0.00002 ,164.49396 ,0.00000 ,0.00000 ,0.00001 ,164.49396 ,0.00002 ,164.49396 ,0.00000 ,164.49396 ,1 
0.00002 ,164.49397 ,0.00002 ,164.49397 ,0.00000 ,0.00000 ,0.00002 ,164.49397 ,0.00002 ,164.49397 ,0.00001 ,164.49397 ,1 
0.00001 ,164.49397 ,0.00001 ,164.49397 ,0.00000 ,0.00000 ,0.00002 ,164.49397 ,0.00001 ,164.49397 ,0.00001 ,164.49397 ,1 
0.00003 ,164.49398 ,0.00001 ,164.49398 ,0.00000 ,0.00000 ,0.00004 ,164.49398 ,0.00001 ,164.49398 ,0.00001 ,164.49398 ,1 
0.00009 ,164.49399 ,0.00001 ,164.49399 ,0.00000 ,0.00000 ,0.00008 ,164.49399 ,0.00001 ,164.49399 ,0.00001 ,164.49399 ,1 
0.00006 ,164.49399 ,0.00001 ,164.49399 ,0.00000 ,0.00000 ,0.00006 ,164.49399 ,0.00001 ,164.49399 ,0.00001 ,164.49399 ,1 
0.00002 ,164.49399 ,0.00001 ,164.49399 ,0.00000 ,0.00000 ,0.00005 ,164.49399 ,0.00001 ,164.49399 ,0.00001 ,164.49399 ,1 
0.00002 ,164.49399 ,0.00001 ,164.49399 ,0.00000 ,0.00000 ,0.00002 ,164.49399 ,0.00001 ,164.49399 ,0.00001 ,164.49399 ,1 
0.00001 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00001 ,164.49399 ,0.00000 ,164.49399 ,0.00001 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00001 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00001 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49394 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00001 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,0.00000 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,0.00000 ,164.49399 ,1 
0.00003 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,1 
0.00003 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,1 
