I1,V1,I2,V2,I3,V3,I4,V4,I5,V5,I6,V6,fault,,,,
2.6 ,157.4 ,2.6 ,157.4 ,2.6 ,157.4 ,2.6 ,157.4 ,2.6 ,157.4 ,2.6 ,157.4 ,0 ,,,,
2.6 ,157.5 ,2.6 ,157.5 ,2.6 ,157.5 ,2.6 ,157.5 ,2.6 ,157.5 ,2.6 ,157.5 ,0 ,,,,
2.5 ,157.5 ,2.5 ,157.5 ,2.5 ,157.5 ,2.5 ,157.5 ,2.5 ,157.5 ,2.5 ,157.5 ,0 ,,,,
2.5 ,157.6 ,2.5 ,157.6 ,2.5 ,157.6 ,2.5 ,157.6 ,2.5 ,157.6 ,2.5 ,157.6 ,0 ,,,,
2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,0 ,,,,
2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,2.5 ,157.7 ,0 ,,,,
2.4 ,157.8 ,2.4 ,157.8 ,2.4 ,157.8 ,2.4 ,157.8 ,2.4 ,157.8 ,2.4 ,157.8 ,0 ,,,,
2.4 ,157.9 ,2.4 ,157.9 ,2.4 ,157.9 ,2.4 ,157.9 ,2.4 ,157.9 ,2.4 ,157.9 ,0 ,,,,
4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,0 ,,,,
2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,0 ,,,,
2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,0 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,0 ,,,,
8.13512,57.0207,8.13512,57.0207,8.13512,57.0207,8.13512,57.0207,8.13512,57.0207,8.13512,57.0207,0 ,,,,
8.12913,61.53537,8.12913,61.53537,8.12913,61.53537,8.12913,61.53537,8.12913,61.53537,8.12913,61.53537,0 ,,,,
8.12315,66.04671,8.12315,66.04671,8.12315,66.04671,8.12315,66.04671,8.12315,66.04671,8.12315,66.04671,0 ,,,,
8.11716,70.55471,8.11716,70.55471,8.11716,70.55471,8.11716,70.55471,8.11716,70.55471,8.11716,70.55471,0 ,,,,
8.11115,75.05935,8.11115,75.05935,8.11115,75.05935,8.11115,75.05935,8.11115,75.05935,8.11115,75.05935,0 ,,,,
8.10511,79.5606,8.10511,79.5606,8.10511,79.5606,8.10511,79.5606,8.10511,79.5606,8.10511,79.5606,0 ,,,,
8.09901,84.05838,8.09901,84.05838,8.09901,84.05838,8.09901,84.05838,8.09901,84.05838,8.09901,84.05838,0 ,,,,
8.09277,88.55254,8.09277,88.55254,8.09277,88.55254,8.09277,88.55254,8.09277,88.55254,8.09277,88.55254,0 ,,,,
8.08626,93.04279,8.08626,93.04279,8.08626,93.04279,8.08626,93.04279,8.08626,93.04279,8.08626,93.04279,0 ,,,,
8.07923,97.52857,8.07923,97.52857,8.07923,97.52857,8.07923,97.52857,8.07923,97.52857,8.07923,97.52857,0 ,,,,
8.0712,102.00883,8.0712,102.00883,8.0712,102.00883,8.0712,102.00883,8.0712,102.00883,8.0712,102.00883,0 ,,,,
8.06124,106.48155,8.06124,106.48155,8.06124,106.48155,8.06124,106.48155,8.06124,106.48155,8.06124,106.48155,0 ,,,,
8.04756,110.943,8.04756,110.943,8.04756,110.943,8.04756,110.943,8.04756,110.943,8.04756,110.943,0 ,,,,
8.02682,115.38656,8.02682,115.38656,8.02682,115.38656,8.02682,115.38656,8.02682,115.38656,8.02682,115.38656,0 ,,,,
7.99278,119.80097,7.99278,119.80097,7.99278,119.80097,7.99278,119.80097,7.99278,119.80097,7.99278,119.80097,0 ,,,,
7.97849,121.1174,7.97849,121.1174,7.97849,121.1174,7.97849,121.1174,7.97849,121.1174,7.97849,121.1174,0 ,,,,
7.96163,122.42908,7.96163,122.42908,7.96163,122.42908,7.96163,122.42908,7.96163,122.42908,7.96163,122.42908,0 ,,,,
7.87143,127.10014,7.87143,127.10014,7.87143,127.10014,7.87143,127.10014,7.87143,127.10014,7.87143,127.10014,0 ,,,,
7.70939,131.65827,7.70939,131.65827,7.70939,131.65827,7.70939,131.65827,7.70939,131.65827,7.70939,131.65827,0 ,,,,
7.64041,132.99637,7.64041,132.99637,7.64041,132.99637,7.64041,132.99637,7.64041,132.99637,7.64041,132.99637,0 ,,,,
7.5598,134.31747,7.5598,134.31747,7.5598,134.31747,7.5598,134.31747,7.5598,134.31747,7.5598,134.31747,0 ,,,,
7.1988,138.51613,7.1988,138.51613,7.1988,138.51613,7.1988,138.51613,7.1988,138.51613,7.1988,138.51613,0 ,,,,
6.67531,142.42868,6.67531,142.42868,6.67531,142.42868,6.67531,142.42868,6.67531,142.42868,6.67531,142.42868,0 ,,,,
6.00955,145.97931,6.00955,145.97931,6.00955,145.97931,6.00955,145.97931,6.00955,145.97931,6.00955,145.97931,0 ,,,,
5.26453,149.11652,5.26453,149.11652,5.26453,149.11652,5.26453,149.11652,5.26453,149.11652,5.26453,149.11652,0 ,,,,
4.51201,151.82491,4.51201,151.82491,4.51201,151.82491,4.51201,151.82491,4.51201,151.82491,4.51201,151.82491,0 ,,,,
3.80376,154.12124,3.80376,154.12124,3.80376,154.12124,3.80376,154.12124,3.80376,154.12124,3.80376,154.12124,0 ,,,,
3.16762,156.04202,3.16762,156.04202,3.16762,156.04202,3.16762,156.04202,3.16762,156.04202,3.16762,156.04202,0 ,,,,
8.14 ,57.02 ,8.14 ,57.02 ,8.14 ,57.02 ,8.14 ,57.02 ,8.14 ,57.02 ,8.14 ,57.02 ,0 ,,,,
8.13 ,61.54 ,8.13 ,61.54 ,8.13 ,61.54 ,8.13 ,61.54 ,8.13 ,61.54 ,8.13 ,61.54 ,0 ,,,,
8.12 ,66.05 ,8.12 ,66.05 ,8.12 ,66.05 ,8.12 ,66.05 ,8.12 ,66.05 ,8.12 ,66.05 ,0 ,,,,
8.12 ,70.55 ,8.12 ,70.55 ,8.12 ,70.55 ,8.12 ,70.55 ,8.12 ,70.55 ,8.12 ,70.55 ,0 ,,,,
8.11 ,75.06 ,8.11 ,75.06 ,8.11 ,75.06 ,8.11 ,75.06 ,8.11 ,75.06 ,8.11 ,75.06 ,0 ,,,,
8.11 ,79.56 ,8.11 ,79.56 ,8.11 ,79.56 ,8.11 ,79.56 ,8.11 ,79.56 ,8.11 ,79.56 ,0 ,,,,
8.10 ,84.06 ,8.10 ,84.06 ,8.10 ,84.06 ,8.10 ,84.06 ,8.10 ,84.06 ,8.10 ,84.06 ,0 ,,,,
8.09 ,88.55 ,8.09 ,88.55 ,8.09 ,88.55 ,8.09 ,88.55 ,8.09 ,88.55 ,8.09 ,88.55 ,0 ,,,,
8.09 ,93.04 ,8.09 ,93.04 ,8.09 ,93.04 ,8.09 ,93.04 ,8.09 ,93.04 ,8.09 ,93.04 ,0 ,,,,
8.08 ,97.53 ,8.08 ,97.53 ,8.08 ,97.53 ,8.08 ,97.53 ,8.08 ,97.53 ,8.08 ,97.53 ,0 ,,,,
8.07 ,102.01 ,8.07 ,102.01 ,8.07 ,102.01 ,8.07 ,102.01 ,8.07 ,102.01 ,8.07 ,102.01 ,0 ,,,,
8.06 ,106.48 ,8.06 ,106.48 ,8.06 ,106.48 ,8.06 ,106.48 ,8.06 ,106.48 ,8.06 ,106.48 ,0 ,,,,
8.05 ,110.94 ,8.05 ,110.94 ,8.05 ,110.94 ,8.05 ,110.94 ,8.05 ,110.94 ,8.05 ,110.94 ,0 ,,,,
8.03 ,115.39 ,8.03 ,115.39 ,8.03 ,115.39 ,8.03 ,115.39 ,8.03 ,115.39 ,8.03 ,115.39 ,0 ,,,,
7.99 ,119.80 ,7.99 ,119.80 ,7.99 ,119.80 ,7.99 ,119.80 ,7.99 ,119.80 ,7.99 ,119.80 ,0 ,,,,
7.98 ,121.12 ,7.98 ,121.12 ,7.98 ,121.12 ,7.98 ,121.12 ,7.98 ,121.12 ,7.98 ,121.12 ,0 ,,,,
7.96 ,122.43 ,7.96 ,122.43 ,7.96 ,122.43 ,7.96 ,122.43 ,7.96 ,122.43 ,7.96 ,122.43 ,0 ,,,,
7.87 ,127.10 ,7.87 ,127.10 ,7.87 ,127.10 ,7.87 ,127.10 ,7.87 ,127.10 ,7.87 ,127.10 ,0 ,,,,
7.71 ,131.66 ,7.71 ,131.66 ,7.71 ,131.66 ,7.71 ,131.66 ,7.71 ,131.66 ,7.71 ,131.66 ,0 ,,,,
7.64 ,133.00 ,7.64 ,133.00 ,7.64 ,133.00 ,7.64 ,133.00 ,7.64 ,133.00 ,7.64 ,133.00 ,0 ,,,,
7.56 ,134.32 ,7.56 ,134.32 ,7.56 ,134.32 ,7.56 ,134.32 ,7.56 ,134.32 ,7.56 ,134.32 ,0 ,,,,
7.20 ,138.52 ,7.20 ,138.52 ,7.20 ,138.52 ,7.20 ,138.52 ,7.20 ,138.52 ,7.20 ,138.52 ,0 ,,,,
6.68 ,142.43 ,6.68 ,142.43 ,6.68 ,142.43 ,6.68 ,142.43 ,6.68 ,142.43 ,6.68 ,142.43 ,0 ,,,,
6.01 ,145.98 ,6.01 ,145.98 ,6.01 ,145.98 ,6.01 ,145.98 ,6.01 ,145.98 ,6.01 ,145.98 ,0 ,,,,
5.26 ,149.12 ,5.26 ,149.12 ,5.26 ,149.12 ,5.26 ,149.12 ,5.26 ,149.12 ,5.26 ,149.12 ,0 ,,,,
4.51 ,151.82 ,4.51 ,151.82 ,4.51 ,151.82 ,4.51 ,151.82 ,4.51 ,151.82 ,4.51 ,151.82 ,0 ,,,,
3.80 ,154.12 ,3.80 ,154.12 ,3.80 ,154.12 ,3.80 ,154.12 ,3.80 ,154.12 ,3.80 ,154.12 ,0 ,,,,
3.17 ,156.04 ,3.17 ,156.04 ,3.17 ,156.04 ,3.17 ,156.04 ,3.17 ,156.04 ,3.17 ,156.04 ,0 ,,,,
2.712,157.02,2.712,157.02,2.712,157.02,2.712,157.02,2.712,157.02,20.712,57.02,1 ,,,,
8.077,97.7356,8.077,97.7356,8.077,97.7356,8.077,97.7356,22.077,37.7356,8.077,97.7356,1 ,,,,
4.077,57.7356,4.077,57.7356,4.077,57.7356,21.077,47.7356,4.077,57.7356,4.077,57.7356,1 ,,,,
8.055,107.134,8.055,107.134,24.055,81.134,8.055,107.134,8.055,107.134,8.055,107.134,1 ,,,,
8.036,111.711,21.036,81.711,8.036,111.711,8.036,111.711,8.036,111.711,8.036,111.711,1 ,,,,
28.007,91.115,8.007,116.115,8.007,116.115,8.007,116.115,8.007,116.115,8.007,116.115,1 ,,,,
7.962,120.241,27.962,90.241,7.962,120.241,7.962,120.241,7.962,120.241,7.962,120.241,1 ,,,,
7.849,123.969,7.849,123.969,22.849,100.969,22.849,100.969,7.849,123.969,7.849,123.969,1 ,,,,
7.803,127.222,7.803,127.222,7.803,127.222,7.803,127.222,7.803,127.222,22.849,100.969,1 ,,,,
35.077,47.7356,3.077,57.7356,33.077,47.7356,3.077,57.7356,3.077,57.7356,3.077,57.7356,1 ,,,,
25.537,122.005,5.537,147.005,5.537,147.005,5.537,147.005,5.537,147.005,5.537,147.005,1 ,,,,
5.43,147.468,25.537,122.005,5.43,147.468,5.43,147.468,5.43,147.468,5.43,147.468,1 ,,,,
5.329,147.907,5.329,147.907,25.537,122.005,5.329,147.907,5.329,147.907,5.329,147.907,1 ,,,,
5.231,148.321,5.231,148.321,5.231,148.321,5.231,148.321,25.537,122.005,5.231,148.321,1 ,,,,
5.135,148.703,5.135,148.703,25.537,122.005,5.135,148.703,5.135,148.703,5.135,148.703,1 ,,,,
5.04,149.08,25.537,122.005,5.04,149.08,5.04,149.08,5.04,149.08,5.04,149.08,1 ,,,,
4.954,149.437,4.954,149.437,4.954,149.437,25.537,122.005,4.954,149.437,4.954,149.437,1 ,,,,
4.868,149.773,4.868,149.773,4.868,149.773,4.868,149.773,4.868,149.773,4.868,149.773,1 ,,,,
1.784,50.094,1.784,50.094,1.784,50.094,25.5537,123.005,1.784,50.094,1.784,50.094,1 ,,,,
25.5537,123.005,4.704,150.339,25.5537,123.005,4.704,150.339,4.704,150.339,4.704,150.339,1 ,,,,
4.625,150.691,4.625,150.691,25.5537,123.005,4.625,150.691,4.625,150.691,4.625,150.691,1 ,,,,
4.081,152.637,4.081,152.637,4.081,152.637,24.081,122.637,4.081,152.637,4.081,152.637,1 ,,,,
4.022,152.841,4.022,152.841,24.081,122.637,4.022,152.841,4.022,152.841,4.022,152.841,1 ,,,,
24.081,122.637,3.964,153.038,3.964,153.038,3.964,153.038,3.964,153.038,3.964,153.038,1 ,,,,
3.906,153.228,3.906,153.228,3.906,153.228,3.906,153.228,3.906,153.228,3.906,153.228,1 ,,,,
3.853,153.411,3.853,153.411,3.853,153.411,3.853,153.411,3.853,153.411,24.081,122.637,1 ,,,,
3.8,153.588,3.8,153.588,3.8,153.588,3.8,153.588,24.081,122.637,3.8,153.588,1 ,,,,
1.964,63.038,1.964,63.038,21.964,49.038,1.964,63.038,1.964,63.038,1.964,63.038,1 ,,,,
3.698,153.926,3.698,153.926,33.698,113.926,3.698,153.926,3.698,153.926,3.698,153.926,1 ,,,,
3.649,154.087,3.649,154.087,3.649,154.087,33.698,113.926,3.649,154.087,3.649,154.087,1 ,,,,
1.964,63.038,1.964,63.038,1.964,63.038,21.964,53.038,1.964,63.038,1.964,63.038,1 ,,,,
3.555,154.394,3.555,154.394,3.555,154.394,3.555,154.394,3.555,154.394,33.698,113.926,1 ,,,,
3.509,154.541,3.509,154.541,23.509,104.541,3.509,154.541,3.509,154.541,3.509,154.541,1 ,,,,
33.465,104.683,3.465,154.683,3.465,154.683,3.465,154.683,3.465,154.683,3.465,154.683,1 ,,,,
3.422,154.821,3.422,154.821,3.422,154.821,3.422,154.821,33.422,114.821,3.422,154.821,1 ,,,,
33.38,114.966,3.38,154.966,3.38,154.966,33.38,114.966,3.38,154.966,3.38,154.966,1 ,,,,
3.339,155.086,33.38,114.966,3.339,155.086,3.339,155.086,3.339,155.086,33.38,114.966,1 ,,,,
3.299,155.213,3.299,155.213,3.299,155.213,3.299,155.213,33.38,114.966,3.299,155.213,1 ,,,,
1.964,63.038,1.964,63.038,1.964,63.038,21.964,53.038,1.964,63.038,21.964,53.038,1 ,,,,
1.964,63.038,1.964,63.038,1.964,63.038,21.964,53.038,1.964,63.038,1.964,63.038,1 ,,,,
21.964,53.038,1.964,63.038,1.964,63.038,21.964,53.038,1.964,63.038,1.964,63.038,1 ,,,,
2.7 ,157.0 ,2.7 ,157.0 ,2.7 ,157.0 ,2.7 ,157.0 ,2.7 ,157.0 ,20.7 ,57.0 ,1 ,,,,
8.1 ,97.7 ,8.1 ,97.7 ,8.1 ,97.7 ,8.1 ,97.7 ,22.1 ,37.7 ,8.1 ,97.7 ,1 ,,,,
4.1 ,57.7 ,4.1 ,57.7 ,4.1 ,57.7 ,21.1 ,47.7 ,4.1 ,57.7 ,4.1 ,57.7 ,1 ,,,,
8.1 ,107.1 ,8.1 ,107.1 ,24.1 ,81.1 ,8.1 ,107.1 ,8.1 ,107.1 ,8.1 ,107.1 ,1 ,,,,
8.0 ,111.7 ,21.0 ,81.7 ,8.0 ,111.7 ,8.0 ,111.7 ,8.0 ,111.7 ,8.0 ,111.7 ,1 ,,,,
28.0 ,91.1 ,8.0 ,116.1 ,8.0 ,116.1 ,8.0 ,116.1 ,8.0 ,116.1 ,8.0 ,116.1 ,1 ,,,,
8.0 ,120.2 ,28.0 ,90.2 ,8.0 ,120.2 ,8.0 ,120.2 ,8.0 ,120.2 ,8.0 ,120.2 ,1 ,,,,
7.8 ,124.0 ,7.8 ,124.0 ,22.8 ,101.0 ,22.8 ,101.0 ,7.8 ,124.0 ,7.8 ,124.0 ,1 ,,,,
7.8 ,127.2 ,7.8 ,127.2 ,7.8 ,127.2 ,7.8 ,127.2 ,7.8 ,127.2 ,22.8 ,101.0 ,1 ,,,,
35.1 ,47.7 ,3.1 ,57.7 ,33.1 ,47.7 ,3.1 ,57.7 ,3.1 ,57.7 ,3.1 ,57.7 ,1 ,,,,
25.5 ,122.0 ,5.5 ,147.0 ,5.5 ,147.0 ,5.5 ,147.0 ,5.5 ,147.0 ,5.5 ,147.0 ,1 ,,,,
5.4 ,147.5 ,25.5 ,122.0 ,5.4 ,147.5 ,5.4 ,147.5 ,5.4 ,147.5 ,5.4 ,147.5 ,1 ,,,,
5.3 ,147.9 ,5.3 ,147.9 ,25.5 ,122.0 ,5.3 ,147.9 ,5.3 ,147.9 ,5.3 ,147.9 ,1 ,,,,
5.2 ,148.3 ,5.2 ,148.3 ,5.2 ,148.3 ,5.2 ,148.3 ,25.5 ,122.0 ,5.2 ,148.3 ,1 ,,,,
5.1 ,148.7 ,5.1 ,148.7 ,25.5 ,122.0 ,5.1 ,148.7 ,5.1 ,148.7 ,5.1 ,148.7 ,1 ,,,,
5.0 ,149.1 ,25.5 ,122.0 ,5.0 ,149.1 ,5.0 ,149.1 ,5.0 ,149.1 ,5.0 ,149.1 ,1 ,,,,
5.0 ,149.4 ,5.0 ,149.4 ,5.0 ,149.4 ,25.5 ,122.0 ,5.0 ,149.4 ,5.0 ,149.4 ,1 ,,,,
4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,1 ,,,,
1.8 ,50.1 ,1.8 ,50.1 ,1.8 ,50.1 ,25.6 ,123.0 ,1.8 ,50.1 ,1.8 ,50.1 ,1 ,,,,
25.6 ,123.0 ,4.7 ,150.3 ,25.6 ,123.0 ,4.7 ,150.3 ,4.7 ,150.3 ,4.7 ,150.3 ,1 ,,,,
4.6 ,150.7 ,4.6 ,150.7 ,25.6 ,123.0 ,4.6 ,150.7 ,4.6 ,150.7 ,4.6 ,150.7 ,1 ,,,,
4.1 ,152.6 ,4.1 ,152.6 ,4.1 ,152.6 ,24.1 ,122.6 ,4.1 ,152.6 ,4.1 ,152.6 ,1 ,,,,
4.0 ,152.8 ,4.0 ,152.8 ,24.1 ,122.6 ,4.0 ,152.8 ,4.0 ,152.8 ,4.0 ,152.8 ,1 ,,,,
24.1 ,122.6 ,4.0 ,153.0 ,4.0 ,153.0 ,4.0 ,153.0 ,4.0 ,153.0 ,4.0 ,153.0 ,1 ,,,,
3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,1 ,,,,
3.9 ,153.4 ,3.9 ,153.4 ,3.9 ,153.4 ,3.9 ,153.4 ,3.9 ,153.4 ,24.1 ,122.6 ,1 ,,,,
3.8 ,153.6 ,3.8 ,153.6 ,3.8 ,153.6 ,3.8 ,153.6 ,24.1 ,122.6 ,3.8 ,153.6 ,1 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,22.0 ,49.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,1 ,,,,
3.7 ,153.9 ,3.7 ,153.9 ,33.7 ,113.9 ,3.7 ,153.9 ,3.7 ,153.9 ,3.7 ,153.9 ,1 ,,,,
3.6 ,154.1 ,3.6 ,154.1 ,3.6 ,154.1 ,33.7 ,113.9 ,3.6 ,154.1 ,3.6 ,154.1 ,1 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,22.0 ,53.0 ,2.0 ,63.0 ,2.0 ,63.0 ,1 ,,,,
3.6 ,154.4 ,3.6 ,154.4 ,3.6 ,154.4 ,3.6 ,154.4 ,3.6 ,154.4 ,33.7 ,113.9 ,1 ,,,,
3.5 ,154.5 ,3.5 ,154.5 ,23.5 ,104.5 ,3.5 ,154.5 ,3.5 ,154.5 ,3.5 ,154.5 ,1 ,,,,
33.5 ,104.7 ,3.5 ,154.7 ,3.5 ,154.7 ,3.5 ,154.7 ,3.5 ,154.7 ,3.5 ,154.7 ,1 ,,,,
3.4 ,154.8 ,3.4 ,154.8 ,3.4 ,154.8 ,3.4 ,154.8 ,33.4 ,114.8 ,3.4 ,154.8 ,1 ,,,,
33.4 ,115.0 ,3.4 ,155.0 ,3.4 ,155.0 ,33.4 ,115.0 ,3.4 ,155.0 ,3.4 ,155.0 ,1 ,,,,
3.3 ,155.1 ,33.4 ,115.0 ,3.3 ,155.1 ,3.3 ,155.1 ,3.3 ,155.1 ,33.4 ,115.0 ,1 ,,,,
3.3 ,155.2 ,3.3 ,155.2 ,3.3 ,155.2 ,3.3 ,155.2 ,33.4 ,115.0 ,3.3 ,155.2 ,1 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,22.0 ,53.0 ,2.0 ,63.0 ,22.0 ,53.0 ,1 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,22.0 ,53.0 ,2.0 ,63.0 ,2.0 ,63.0 ,1 ,,,,
22.0 ,53.0 ,2.0 ,63.0 ,2.0 ,63.0 ,22.0 ,53.0 ,2.0 ,63.0 ,2.0 ,63.0 ,1 ,,,,
8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,0 ,,,,
8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,0 ,,,,
8 ,107 ,8 ,107 ,8 ,107 ,8 ,107 ,8 ,107 ,8 ,107 ,0 ,,,,
8 ,112 ,8 ,112 ,8 ,112 ,8 ,112 ,8 ,112 ,8 ,112 ,0 ,,,,
8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,0 ,,,,
8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,0 ,,,,
8 ,124 ,8 ,124 ,8 ,124 ,8 ,124 ,8 ,124 ,8 ,124 ,0 ,,,,
8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,0 ,,,,
6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,0 ,,,,
6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,0 ,,,,
5 ,147 ,5 ,147 ,5 ,147 ,5 ,147 ,5 ,147 ,5 ,147 ,0 ,,,,
5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,0 ,,,,
5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,0 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,0 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,0 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,0 ,,,,
5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,0 ,,,,
5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,0 ,,,,
5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,0 ,,,,
5 ,151 ,5 ,151 ,5 ,151 ,5 ,151 ,5 ,151 ,5 ,151 ,0 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,0 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,0 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,0 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,0 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
4 ,155 ,4 ,155 ,4 ,155 ,4 ,155 ,4 ,155 ,4 ,155 ,0 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,0 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,0 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,0 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,0 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,0 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,0 ,,,,
3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,0 ,,,,
3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,0 ,,,,
3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,0 ,,,,
3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,0 ,,,,
3 ,158 ,3 ,158 ,3 ,158 ,3 ,158 ,3 ,158 ,3 ,158 ,0 ,,,,
3 ,158 ,3 ,158 ,3 ,158 ,3 ,158 ,3 ,158 ,3 ,158 ,0 ,,,,
2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,0 ,,,,
2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,0 ,,,,
2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,0 ,,,,
2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,2 ,158 ,0 ,,,,
8.23 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,8.22 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,2 ,,,,
8.23 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,8.22 ,0.81 ,8.22 ,0.81 ,8.23 ,0.81 ,2 ,,,,
